video_id,canonical_url,original_url,title,uploader,channel_id,duration_sec,upload_date,view_count,like_count,dislike_count,comment_count,availability,yt_declared_language,categories,tags,subs_manual_langs,auto_caption_source_lang,has_auto_captions,caption_available,has_chapters,chapters_count,chapters_json,description,source,fetched_at,fetch_error
5h70tn0asdo,https://www.youtube.com/watch?v=5h70tn0asdo,https://www.youtube.com/watch?v=5h70tn0asdo&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=76&t=0s,Kargin Haghordum sketch 275 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,201.0,20121228.0,487299.0,2612.0,,54.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
RazaN_OT-tA,https://www.youtube.com/watch?v=RazaN_OT-tA,https://www.youtube.com/watch?v=RazaN_OT-tA&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=77&t=0s,Kargin Haghordum - Shef (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,155.0,20121228.0,685418.0,2837.0,,45.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
mLGEOvwcAO0,https://www.youtube.com/watch?v=mLGEOvwcAO0,https://www.youtube.com/watch?v=mLGEOvwcAO0&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=78&t=0s,Kargin Haghordum sketch 277 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,192.0,20121228.0,237632.0,1290.0,,28.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
-paMG4kj9gg,https://www.youtube.com/watch?v=-paMG4kj9gg,https://www.youtube.com/watch?v=-paMG4kj9gg&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=79&t=0s,Kargin Haghordum sketch 278 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,113.0,20121228.0,253323.0,1927.0,,20.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
oYbSr-GJ2Zk,https://www.youtube.com/watch?v=oYbSr-GJ2Zk,https://www.youtube.com/watch?v=oYbSr-GJ2Zk&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=80&t=0s,Kargin Haghordum sketch 279 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,220.0,20121228.0,402164.0,1924.0,,42.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
aJv99i6NJZU,https://www.youtube.com/watch?v=aJv99i6NJZU,https://www.youtube.com/watch?v=aJv99i6NJZU&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=81&t=0s,Kargin Haghordum - Stress (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,207.0,20121228.0,583189.0,3223.0,,43.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
2nLtQ6V0QZw,https://www.youtube.com/watch?v=2nLtQ6V0QZw,https://www.youtube.com/watch?v=2nLtQ6V0QZw&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=82&t=0s,Kargin Haghordum sketch 281 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,139.0,20121228.0,62221.0,296.0,,3.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
TLD0RhsCHrc,https://www.youtube.com/watch?v=TLD0RhsCHrc,https://www.youtube.com/watch?v=TLD0RhsCHrc&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=96&t=0s,Kargin Haghordum sketch 295 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,54.0,20121228.0,98591.0,531.0,,5.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
ja-t-8MEMKc,https://www.youtube.com/watch?v=ja-t-8MEMKc,https://www.youtube.com/watch?v=ja-t-8MEMKc&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=97&t=0s,Kargin Haghordum sketch 296 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,98.0,20121228.0,99599.0,477.0,,16.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
gX0BVfHJxe8,https://www.youtube.com/watch?v=gX0BVfHJxe8,https://www.youtube.com/watch?v=gX0BVfHJxe8&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=99&t=0s,Kargin Haghordum sketch 298 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,77.0,20121228.0,313458.0,1514.0,,16.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
fsW7XueiNLg,https://www.youtube.com/watch?v=fsW7XueiNLg,https://www.youtube.com/watch?v=fsW7XueiNLg&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=100&t=0s,Kargin Haghordum sketch 299,KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,260.0,20121228.0,440083.0,2898.0,,41.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
xQpgwwduLeI,https://www.youtube.com/watch?v=xQpgwwduLeI,https://www.youtube.com/watch?v=xQpgwwduLeI&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=101&t=0s,Kargin Haghordum sketch 300,KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,83.0,20121228.0,125467.0,922.0,,12.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
qgUcDdWTOqE,https://www.youtube.com/watch?v=qgUcDdWTOqE,https://www.youtube.com/watch?v=qgUcDdWTOqE&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=102&t=0s,Kargin Haghordum sketch 301 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,126.0,20121228.0,384446.0,1569.0,,23.0,public,hy,"[""24""]","[""Hayko Mko Karginh"", ""Hayko Mko Kargin Haxordum"", ""Harc@"", ""Vorna""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
Pp2eMnH6Zd8,https://www.youtube.com/watch?v=Pp2eMnH6Zd8,https://www.youtube.com/watch?v=Pp2eMnH6Zd8&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=103&t=0s,Kargin Haghordum sketch 302 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,280.0,20121228.0,191970.0,1749.0,,31.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
54CspqHsW2s,https://www.youtube.com/watch?v=54CspqHsW2s,https://www.youtube.com/watch?v=54CspqHsW2s&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=123&t=0s,Kargin Haghordum sketch 322 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,87.0,20121228.0,279480.0,1688.0,,15.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
K6wlN6Nm-Ak,https://www.youtube.com/watch?v=K6wlN6Nm-Ak,https://www.youtube.com/watch?v=K6wlN6Nm-Ak&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=124&t=0s,Kargin Haghordum sketch 323 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,228.0,20121228.0,583907.0,2657.0,,52.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
0c7AdcB4YDI,https://www.youtube.com/watch?v=0c7AdcB4YDI,https://www.youtube.com/watch?v=0c7AdcB4YDI&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=125&t=0s,Kargin Haghordum sketch 324 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,98.0,20121228.0,387273.0,1926.0,,29.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
Sgb5J28l0IM,https://www.youtube.com/watch?v=Sgb5J28l0IM,https://www.youtube.com/watch?v=Sgb5J28l0IM&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=126&t=0s,Kargin Haghordum - Brnabarelen (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,141.0,20121228.0,210482.0,1874.0,,37.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
z3FMKrxzWhc,https://www.youtube.com/watch?v=z3FMKrxzWhc,https://www.youtube.com/watch?v=z3FMKrxzWhc&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=127&t=0s,Kargin Haghordum sketch 326 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,155.0,20121228.0,172820.0,1188.0,,28.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
o4r6M4zxoUo,https://www.youtube.com/watch?v=o4r6M4zxoUo,https://www.youtube.com/watch?v=o4r6M4zxoUo&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=128&t=0s,Kargin Haghordum sketch 327 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,153.0,20121228.0,373208.0,2328.0,,28.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
7rP-ITVzPOQ,https://www.youtube.com/watch?v=7rP-ITVzPOQ,https://www.youtube.com/watch?v=7rP-ITVzPOQ&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=129&t=0s,Kargin Haghordum sketch 328 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,154.0,20121228.0,1082859.0,5624.0,,134.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
YhChvEsI1-Y,https://www.youtube.com/watch?v=YhChvEsI1-Y,https://www.youtube.com/watch?v=YhChvEsI1-Y&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=130&t=0s,Kargin Haghordum - Jaga Juga (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,131.0,20121228.0,945327.0,4178.0,,65.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
KoKuzghICis,https://www.youtube.com/watch?v=KoKuzghICis,https://www.youtube.com/watch?v=KoKuzghICis&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=131&t=0s,Kargin Haghordum sketch 330,KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,131.0,20121228.0,717372.0,4027.0,,42.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
mPi-BHQ88uk,https://www.youtube.com/watch?v=mPi-BHQ88uk,https://www.youtube.com/watch?v=mPi-BHQ88uk&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=132&t=0s,Kargin Haghordum - Galuboy (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,188.0,20121228.0,416545.0,1962.0,,45.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
5F6CLHl2l70,https://www.youtube.com/watch?v=5F6CLHl2l70,https://www.youtube.com/watch?v=5F6CLHl2l70&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=133&t=0s,Kargin Haghordum - Jorik (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,185.0,20121228.0,1532109.0,5222.0,,160.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
j5NeiB-cXX8,https://www.youtube.com/watch?v=j5NeiB-cXX8,https://www.youtube.com/watch?v=j5NeiB-cXX8&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=134&t=0s,Kargin Haghordum sketch 333 (Hayko Mko),KarginTV,UCEHF-l2v0qhi_IXzrfc3uZg,44.0,20121228.0,666814.0,4413.0,,42.0,public,hy,"[""24""]","[""Kargin Haghordum"", ""Kargin haxordum"", ""Կարգին Հաղորդում"", ""Hayko Mko"", ""Armenian Humor"", ""Հայկո Մկո"", ""Հայկական Հումոր"", ""Hayko"", ""Mko"", ""Հյկո"", ""Մկո"", ""Kargin"", ""Կարգին"", ""Armenia Humor"", ""haykakan humor"", ""Armenian jokes"", ""HD"", ""humor"", ""Հումոր"", ""Kargin haxordum HD"", ""Kargin Haghordum HD"", ""Hayko Mko Kargin Haxordum"", ""jokes""]",,,,False,,,,"Կարգին Հաղորդում  
Hayko Mko Armenian Humor 
Հայկո Մկո Հայկական Հումոր",api,2026-04-25T19:37:01+00:00,
